Name;Station;Time;Max_temp;Mean_temp;Min_temp;Precipitation
흀jord Ii;SN71780;2020-12-03;5.6;4.7;2.6;0.6
흀jord Ii;SN71780;2020-12-04;4.7;3.6;1.8;0
흀jord Ii;SN71780;2020-12-05;4.2;0.4;-0.7;0
흀jord Ii;SN71780;2020-12-06;3.4;1;-1.9;0.2
흀jord Ii;SN71780;2020-12-07;6.7;3.4;-1.7;0
흀jord Ii;SN71780;2020-12-08;7.3;6.3;5.8;0
흀jord Ii;SN71780;2020-12-09;6.3;4.3;3.2;0
흀jord Ii;SN71780;2020-12-10;5.1;3.4;-0.4;0
흀jord Ii;SN71780;2020-12-11;4.9;2.9;2.2;0
흀jord Ii;SN71780;2020-12-12;3.2;1.2;-0.4;0
흀jord Ii;SN71780;2020-12-13;2.5;-2.4;-3.6;0
흀jord Ii;SN71780;2020-12-14;5.9;4.5;-3.9;0.2
흀jord Ii;SN71780;2020-12-15;5;2.6;1.5;0
흀jord Ii;SN71780;2020-12-16;5.8;3;1.9;13
흀jord Ii;SN71780;2020-12-17;6.7;4.4;0.6;1.2
흀jord Ii;SN71780;2020-12-18;6.7;3.1;0.6;0.1
흀jord Ii;SN71780;2020-12-19;9;6.7;2.9;0
흀jord Ii;SN71780;2020-12-20;10.2;8.2;4.1;0.7
흀jord Ii;SN71780;2020-12-21;9.1;2.9;0.4;0
흀jord Ii;SN71780;2020-12-22;7;4.2;0.9;0.1
흀jord Ii;SN71780;2020-12-23;5.4;3.7;0.3;5.6
흀jord Ii;SN71780;2020-12-24;4.7;1.6;0.6;11.4
흀jord Ii;SN71780;2020-12-25;1.5;-1;-2.2;11.5
흀jord Ii;SN71780;2020-12-26;1.2;0.2;-0.7;0.4
흀jord Ii;SN71780;2020-12-27;7;5.5;-0.9;0
흀jord Ii;SN71780;2020-12-28;6.8;5.5;4.9;0
흀jord Ii;SN71780;2020-12-29;6;3.7;2.4;0
흀jord Ii;SN71780;2020-12-30;4;1.3;-0.6;0
흀jord Ii;SN71780;2020-12-31;1.8;-2.2;-4.4;0
흀jord Ii;SN71780;2021-01-01;-1.3;-3.8;-6.7;0.1
흀jord Ii;SN71780;2021-01-02;2.4;-2.3;-5.3;0
흀jord Ii;SN71780;2021-01-03;-5.2;-8.1;-8.8;0
흀jord Ii;SN71780;2021-01-04;-6.8;-8;-9.1;0
흀jord Ii;SN71780;2021-01-05;-4.3;-6.6;-8.3;0
흀jord Ii;SN71780;2021-01-06;-5.8;-7.8;-8.7;0
흀jord Ii;SN71780;2021-01-07;-5.6;-7.6;-9.8;0
흀jord Ii;SN71780;2021-01-08;-6.4;-9.6;-10.7;0
흀jord Ii;SN71780;2021-01-09;-0.6;-4.1;-9.8;0
흀jord Ii;SN71780;2021-01-10;1.3;-0.7;-1.9;2.7
흀jord Ii;SN71780;2021-01-11;-1.3;-4.6;-7.3;7.7
흀jord Ii;SN71780;2021-01-12;-2.3;-4.1;-7.4;0.9
흀jord Ii;SN71780;2021-01-13;-3.4;-8.9;-11.7;0.9
흀jord Ii;SN71780;2021-01-14;-11.5;-13.8;-14.4;0
흀jord Ii;SN71780;2021-01-15;-5.4;-9.4;-16.7;0.1
흀jord Ii;SN71780;2021-01-16;-1.8;-5;-8.4;0.1
흀jord Ii;SN71780;2021-01-17;-4;-9.7;-11.2;0
흀jord Ii;SN71780;2021-01-18;0.6;-4;-10.9;0.1
흀jord Ii;SN71780;2021-01-19;1.1;-4.2;-9;0
흀jord Ii;SN71780;2021-01-20;-0.4;-1.5;-2.7;0
흀jord Ii;SN71780;2021-01-21;0.6;-0.9;-2.4;1
흀jord Ii;SN71780;2021-01-22;6.4;3.8;-0.9;0.3
흀jord Ii;SN71780;2021-01-23;4.5;-2;-3.2;0
흀jord Ii;SN71780;2021-01-24;0.6;-1.1;-2.2;4.6
흀jord Ii;SN71780;2021-01-25;0.1;-7;-9.7;4.7
흀jord Ii;SN71780;2021-01-26;0.5;-2.3;-6.8;0.6
흀jord Ii;SN71780;2021-01-27;0.5;-3.7;-7.5;7.9
흀jord Ii;SN71780;2021-01-28;-1.9;-5.6;-9;9.7
흀jord Ii;SN71780;2021-01-29;-1.5;-2.6;-4.4;2.6
흀jord Ii;SN71780;2021-01-30;1;-2.7;-4.5;6.2
흀jord Ii;SN71780;2021-01-31;-0.1;-4;-7.7;6
흀jord Ii;SN71780;2021-02-01;-1.6;-5.9;-7.5;4.3
흀jord Ii;SN71780;2021-02-02;-5.2;-12.2;-13.9;0.5
흀jord Ii;SN71780;2021-02-03;-8.3;-11.3;-16.8;0.1
흀jord Ii;SN71780;2021-02-04;-9.5;-15.4;-17.6;0
흀jord Ii;SN71780;2021-02-05;-8.6;-14.5;-20.9;0.1
흀jord Ii;SN71780;2021-02-06;-7.7;-11.2;-17.2;0.2
흀jord Ii;SN71780;2021-02-07;-7.3;-11;-13.9;0.4
흀jord Ii;SN71780;2021-02-08;-5.2;-10.4;-14.4;2.9
흀jord Ii;SN71780;2021-02-09;-5.2;-12.8;-19.6;0
흀jord Ii;SN71780;2021-02-10;-4.9;-14.5;-18.2;12.8
흀jord Ii;SN71780;2021-02-11;-10.6;-17.7;-22.5;0.1
흀jord Ii;SN71780;2021-02-12;0.2;-6.8;-19.4;0.2
흀jord Ii;SN71780;2021-02-13;2.5;0.9;-1.3;6.5
흀jord Ii;SN71780;2021-02-14;2.9;0.1;-2.3;38.5
흀jord Ii;SN71780;2021-02-15;-0.6;-2.8;-5.1;0.2
흀jord Ii;SN71780;2021-02-16;-2.6;-4.8;-9.1;0
흀jord Ii;SN71780;2021-02-17;0.3;-0.2;-3.2;0
흀jord Ii;SN71780;2021-02-18;3.1;1.1;-3.1;0
흀jord Ii;SN71780;2021-02-19;6.3;3.2;1;1.4
흀jord Ii;SN71780;2021-02-20;4.3;2.7;0.4;1.1
흀jord Ii;SN71780;2021-02-21;9.2;4.7;1.3;2.2
흀jord Ii;SN71780;2021-02-22;5.4;2.3;-0.2;0.3
흀jord Ii;SN71780;2021-02-23;6.6;4.6;1.5;7.5
흀jord Ii;SN71780;2021-02-24;8.7;5;2.4;0
흀jord Ii;SN71780;2021-02-25;8.6;4.9;2.1;4
흀jord Ii;SN71780;2021-02-26;6.5;4.8;1.7;6.4
흀jord Ii;SN71780;2021-02-27;7.2;6;3.4;6.2
흀jord Ii;SN71780;2021-02-28;6.5;6;5.6;13.3
흀jord Ii;SN71780;2021-03-01;6.8;4.8;3;11.7
흀jord Ii;SN71780;2021-03-02;6.3;3.6;-0.9;26.7
흀jord Ii;SN71780;2021-03-03;6.1;2.6;-0.2;3.7
흀jord Ii;SN71780;2021-03-04;2.7;-0.6;-3.1;8.9
흀jord Ii;SN71780;2021-03-05;4;0.5;-4.3;11.9
흀jord Ii;SN71780;2021-03-06;5.3;1.3;-3.1;23.6
흀jord Ii;SN71780;2021-03-07;2.3;-2.2;-7;12.6
흀jord Ii;SN71780;2021-03-08;1.9;-1.1;-6.1;1
흀jord Ii;SN71780;2021-03-09;3.1;0.2;-1.4;9.8
흀jord Ii;SN71780;2021-03-10;1.2;-0.6;-2.9;0.1
흀jord Ii;SN71780;2021-03-11;4.3;2.1;-0.4;0
흀jord Ii;SN71780;2021-03-12;6.4;2.9;0.8;0.9
흀jord Ii;SN71780;2021-03-13;6.3;1.8;-0.7;0
흀jord Ii;SN71780;2021-03-14;5.5;-0.1;-5.3;0
흀jord Ii;SN71780;2021-03-15;5.9;1.7;-2;1.9
흀jord Ii;SN71780;2021-03-16;3.5;1.5;-1.3;4.9
흀jord Ii;SN71780;2021-03-17;4.4;0.5;-3.3;4.8
흀jord Ii;SN71780;2021-03-18;7.3;2.9;0.4;6.7
흀jord Ii;SN71780;2021-03-19;5.5;3.1;-1.3;2.4
흀jord Ii;SN71780;2021-03-20;6.2;4.8;3.1;5.6
흀jord Ii;SN71780;2021-03-21;4;1.8;-0.4;16.8
흀jord Ii;SN71780;2021-03-22;6.6;5.8;2.6;21.3
흀jord Ii;SN71780;2021-03-23;8.6;6.6;6;10.2
흀jord Ii;SN71780;2021-03-24;7.9;5;2.8;0.1
흀jord Ii;SN71780;2021-03-25;6.8;4.1;2.2;8.8
흀jord Ii;SN71780;2021-03-26;10.1;6.8;1.5;2.1
흀jord Ii;SN71780;2021-03-27;9.3;4.6;3.5;0.8
흀jord Ii;SN71780;2021-03-28;10.3;4.9;-0.6;2.5
흀jord Ii;SN71780;2021-03-29;10.1;6;2.7;0.4
흀jord Ii;SN71780;2021-03-30;7.3;4.6;3.5;7.9
흀jord Ii;SN71780;2021-03-31;5.5;3.2;0.2;6.4
흀jord Ii;SN71780;2021-04-01;5.2;3.9;1.9;8
흀jord Ii;SN71780;2021-04-02;5.2;2.5;0.8;7.4
흀jord Ii;SN71780;2021-04-03;5.8;4.7;0.6;6.4
흀jord Ii;SN71780;2021-04-04;6.1;3.9;-0.4;16.6
흀jord Ii;SN71780;2021-04-05;4.4;1.7;-1.9;13.6
흀jord Ii;SN71780;2021-04-06;6.6;3;0.7;11.4
흀jord Ii;SN71780;2021-04-07;5;1;-0.2;13
흀jord Ii;SN71780;2021-04-08;3.9;0.1;-4.1;7.6
흀jord Ii;SN71780;2021-04-09;4.9;0.8;-0.6;6.7
흀jord Ii;SN71780;2021-04-10;4.9;1.3;-2;9.4
흀jord Ii;SN71780;2021-04-11;7.6;2.1;-1.2;13.4
흀jord Ii;SN71780;2021-04-12;5.9;1.1;-3.8;1.2
흀jord Ii;SN71780;2021-04-13;5;1.8;-1.7;0.2
흀jord Ii;SN71780;2021-04-14;7.3;3.4;0;4.1
흀jord Ii;SN71780;2021-04-15;7.1;3.8;0.1;1.5
흀jord Ii;SN71780;2021-04-16;11.3;5.3;0.2;1.2
흀jord Ii;SN71780;2021-04-17;12.5;4.9;-1.8;0
흀jord Ii;SN71780;2021-04-18;17;8.2;-0.4;0
흀jord Ii;SN71780;2021-04-19;16.9;8.6;-0.2;0
흀jord Ii;SN71780;2021-04-20;17.7;7.8;1.4;0
흀jord Ii;SN71780;2021-04-21;8.2;3.7;2.3;5.6
흀jord Ii;SN71780;2021-04-22;5.8;2;-2.3;0.7
흀jord Ii;SN71780;2021-04-23;5;1.1;-1.7;8.1
흀jord Ii;SN71780;2021-04-24;6.7;1.5;-1.5;8.9
흀jord Ii;SN71780;2021-04-25;5.9;1.9;-1.6;5.4
흀jord Ii;SN71780;2021-04-26;6.7;2.1;-1.3;1.5
흀jord Ii;SN71780;2021-04-27;7.5;2;-3;0.6
흀jord Ii;SN71780;2021-04-28;6.5;1.4;-2.2;0
흀jord Ii;SN71780;2021-04-29;7.7;1.9;-3.5;5.7
흀jord Ii;SN71780;2021-04-30;6.9;2.2;-1.7;0.6
흀jord Ii;SN71780;2021-05-01;7.2;2.5;-0.1;5
흀jord Ii;SN71780;2021-05-02;6.7;1.1;-3.4;0.5
흀jord Ii;SN71780;2021-05-03;8.6;3.4;-2.8;3.2
흀jord Ii;SN71780;2021-05-04;9.1;4.9;-1.2;0
흀jord Ii;SN71780;2021-05-05;10;6;4.5;0
흀jord Ii;SN71780;2021-05-06;9;3.8;-1.6;0
흀jord Ii;SN71780;2021-05-07;8.4;2.7;-3.4;0
흀jord Ii;SN71780;2021-05-08;8;2.7;-1.6;0.6
흀jord Ii;SN71780;2021-05-09;12.4;6.1;-1.8;7.5
흀jord Ii;SN71780;2021-05-10;16.8;10.7;2.7;0
흀jord Ii;SN71780;2021-05-11;19.9;13.6;7.7;1.2
흀jord Ii;SN71780;2021-05-12;16.3;7.8;2.6;0.1
흀jord Ii;SN71780;2021-05-13;11.7;8.6;6.5;1
흀jord Ii;SN71780;2021-05-14;15.5;11;7.1;0
흀jord Ii;SN71780;2021-05-15;17.1;13;8.4;0
흀jord Ii;SN71780;2021-05-16;15.5;11.3;7.7;0
흀jord Ii;SN71780;2021-05-17;15.2;10.7;8.1;3.5
흀jord Ii;SN71780;2021-05-18;10.3;8.4;7.7;9.2
흀jord Ii;SN71780;2021-05-19;12.2;9.3;7.2;5.3
흀jord Ii;SN71780;2021-05-20;11.3;7.7;5.5;0.3
흀jord Ii;SN71780;2021-05-21;15.4;8.9;4.6;5
흀jord Ii;SN71780;2021-05-22;18.7;12.3;3.9;0
흀jord Ii;SN71780;2021-05-23;16.9;11.3;7.3;0
흀jord Ii;SN71780;2021-05-24;19.6;13.3;5.7;4.2
흀jord Ii;SN71780;2021-05-25;20.6;14.8;7.8;0
흀jord Ii;SN71780;2021-05-26;20.4;14.3;6.6;0
흀jord Ii;SN71780;2021-05-27;18;12.5;8.2;0
흀jord Ii;SN71780;2021-05-28;14;7.8;2.2;0
흀jord Ii;SN71780;2021-05-29;16.8;10.5;2.4;0
흀jord Ii;SN71780;2021-05-30;15.9;10.2;5.2;0
흀jord Ii;SN71780;2021-05-31;15.7;11.1;6.1;0
흀jord Ii;SN71780;2021-06-01;26;16.8;5.4;0
흀jord Ii;SN71780;2021-06-02;26.9;17.2;9;0
흀jord Ii;SN71780;2021-06-03;27.6;17.8;6.9;0
흀jord Ii;SN71780;2021-06-04;25.3;18.3;10.4;0
흀jord Ii;SN71780;2021-06-05;19.9;14.9;8.8;0
흀jord Ii;SN71780;2021-06-06;19.5;13.3;9.2;0.2
흀jord Ii;SN71780;2021-06-07;19.1;13.7;11.7;0.2
흀jord Ii;SN71780;2021-06-08;18.6;13.2;7.8;0.1
흀jord Ii;SN71780;2021-06-09;22.1;15.3;7.8;0
흀jord Ii;SN71780;2021-06-10;23;17.7;10.8;0
흀jord Ii;SN71780;2021-06-11;23.6;15.2;13;0
흀jord Ii;SN71780;2021-06-12;13.4;10.5;9.8;12
흀jord Ii;SN71780;2021-06-13;11.6;9.8;8.2;11.2
흀jord Ii;SN71780;2021-06-14;13;10.9;9.4;11.9
흀jord Ii;SN71780;2021-06-15;10.9;8.9;7.1;17
흀jord Ii;SN71780;2021-06-16;17.9;11.9;5.1;7.4
흀jord Ii;SN71780;2021-06-17;18.4;13.6;11.4;0.5
흀jord Ii;SN71780;2021-06-18;14.2;11.7;10.9;4.2
흀jord Ii;SN71780;2021-06-19;14.7;11.3;6.6;4.9
흀jord Ii;SN71780;2021-06-20;18.9;14.3;8.2;0.1
흀jord Ii;SN71780;2021-06-21;16.4;12.4;11.4;2.5
흀jord Ii;SN71780;2021-06-22;16.3;11.7;8.7;0.3
흀jord Ii;SN71780;2021-06-23;16.1;12.1;6;0
흀jord Ii;SN71780;2021-06-24;14.3;12.2;10.8;0.1
흀jord Ii;SN71780;2021-06-25;15.4;11.4;9.7;0.4
흀jord Ii;SN71780;2021-06-26;17.4;11.4;4.2;0.7
흀jord Ii;SN71780;2021-06-27;12.9;11.2;6.6;0
흀jord Ii;SN71780;2021-06-28;13.9;11.9;10.5;0.6
흀jord Ii;SN71780;2021-06-29;14.7;11.3;10.2;5.2
흀jord Ii;SN71780;2021-06-30;18.8;12.8;4.7;2.2
흀jord Ii;SN71780;2021-07-01;26.5;18.4;6.8;0.1
흀jord Ii;SN71780;2021-07-02;26.1;18.8;11.7;0
흀jord Ii;SN71780;2021-07-03;28.2;18.9;10.5;0
흀jord Ii;SN71780;2021-07-04;26.9;17.7;12.4;0
흀jord Ii;SN71780;2021-07-05;29.7;22.2;12.7;3.2
흀jord Ii;SN71780;2021-07-06;26.1;20.6;16.7;0
흀jord Ii;SN71780;2021-07-07;24.3;18.1;12.9;0
흀jord Ii;SN71780;2021-07-08;24.5;18;13.8;0
흀jord Ii;SN71780;2021-07-09;26.3;19.9;11.1;0.2
흀jord Ii;SN71780;2021-07-10;23.6;17;13;0
흀jord Ii;SN71780;2021-07-11;17.3;15.9;15.2;14.1
흀jord Ii;SN71780;2021-07-12;22.7;17.3;11.1;10.3
흀jord Ii;SN71780;2021-07-13;21.3;16.9;11.6;0
흀jord Ii;SN71780;2021-07-14;23.3;17.4;12.2;0
흀jord Ii;SN71780;2021-07-15;18.2;14.7;13.4;0.4
흀jord Ii;SN71780;2021-07-16;16.7;14.4;12.4;1.3
흀jord Ii;SN71780;2021-07-17;14.6;13.1;11.8;4.4
흀jord Ii;SN71780;2021-07-18;12.2;11.3;10.6;29.8
흀jord Ii;SN71780;2021-07-19;12.6;11.5;10.7;15.9
흀jord Ii;SN71780;2021-07-20;13.3;10.8;9.7;4.6
흀jord Ii;SN71780;2021-07-21;14.4;11.7;8.8;2
흀jord Ii;SN71780;2021-07-22;12.6;11.4;11;11
흀jord Ii;SN71780;2021-07-23;16.1;12.2;10.4;6.9
흀jord Ii;SN71780;2021-07-24;22.7;15.7;7.9;0
흀jord Ii;SN71780;2021-07-25;19.1;13.6;9.6;0
흀jord Ii;SN71780;2021-07-26;30.3;21.5;11;0
흀jord Ii;SN71780;2021-07-27;28.3;23.3;16.3;0
흀jord Ii;SN71780;2021-07-28;29.4;22;14.8;0
흀jord Ii;SN71780;2021-07-29;26.3;18.8;13.6;0
흀jord Ii;SN71780;2021-07-30;20.3;11.8;10.4;0.2
흀jord Ii;SN71780;2021-07-31;14.3;11.5;9.6;0
흀jord Ii;SN71780;2021-08-01;14;10.4;7.8;1.1
흀jord Ii;SN71780;2021-08-02;14.7;10.4;7.3;4.2
흀jord Ii;SN71780;2021-08-03;16;10.5;5.3;0.8
흀jord Ii;SN71780;2021-08-04;17.7;11.7;3.9;0
흀jord Ii;SN71780;2021-08-05;22.1;15.4;8.8;0
흀jord Ii;SN71780;2021-08-06;25;17.4;9.2;1.8
흀jord Ii;SN71780;2021-08-07;24;17.9;10.9;0
흀jord Ii;SN71780;2021-08-08;21.2;15.8;13.2;1.5
흀jord Ii;SN71780;2021-08-09;25;17.7;10;0.7
흀jord Ii;SN71780;2021-08-10;21.6;15.8;10.4;0
흀jord Ii;SN71780;2021-08-11;18;14.2;12.5;0
흀jord Ii;SN71780;2021-08-12;23.5;16.7;10.2;0
흀jord Ii;SN71780;2021-08-13;19.4;15.2;11.7;0
흀jord Ii;SN71780;2021-08-14;15.7;13.6;12.9;3.2
흀jord Ii;SN71780;2021-08-15;14.8;12.8;11.2;13.7
흀jord Ii;SN71780;2021-08-16;14.1;11.9;10.6;0.2
흀jord Ii;SN71780;2021-08-17;16.2;12;9;0
흀jord Ii;SN71780;2021-08-18;13.5;10.5;5.5;0
흀jord Ii;SN71780;2021-08-19;12.2;11.1;10.3;30.7
흀jord Ii;SN71780;2021-08-20;12.9;10.7;10.3;31
흀jord Ii;SN71780;2021-08-21;14.4;9.9;7.3;2.9
흀jord Ii;SN71780;2021-08-22;14.2;9.7;5.7;0.2
흀jord Ii;SN71780;2021-08-23;13.3;10.2;8.1;0
흀jord Ii;SN71780;2021-08-24;13.5;10.4;6.8;0.3
흀jord Ii;SN71780;2021-08-25;13.7;11.4;10.7;85.6
흀jord Ii;SN71780;2021-08-26;18;10.8;4.7;2
흀jord Ii;SN71780;2021-08-27;19.2;12.9;7.2;0
흀jord Ii;SN71780;2021-08-28;19.1;12.4;6.1;0
흀jord Ii;SN71780;2021-08-29;16.3;11.2;5;0
흀jord Ii;SN71780;2021-08-30;14.5;12;9.7;0
흀jord Ii;SN71780;2021-08-31;13.3;12.2;11.1;4
흀jord Ii;SN71780;2021-09-01;12.5;11.6;10.3;21.3
흀jord Ii;SN71780;2021-09-02;13;11.9;10.6;11.2
흀jord Ii;SN71780;2021-09-03;12.5;8;4.8;13.7
흀jord Ii;SN71780;2021-09-04;15;8.3;3.4;2.9
흀jord Ii;SN71780;2021-09-05;14.9;9;2.7;0
흀jord Ii;SN71780;2021-09-06;13.2;11.2;8.2;0
흀jord Ii;SN71780;2021-09-07;14;13.1;11.5;11
흀jord Ii;SN71780;2021-09-08;13.8;-;10.9;105.5
흀jord Ii;SN71780;2021-09-09;15.1;-;8.6;31.5
흀jord Ii;SN71780;2021-09-10;13.7;10.1;4.9;0.5
흀jord Ii;SN71780;2021-09-11;16;13.1;11.2;0.3
흀jord Ii;SN71780;2021-09-12;13.5;10.8;9.6;0
흀jord Ii;SN71780;2021-09-13;11.1;8;5.9;10.3
흀jord Ii;SN71780;2021-09-14;14.7;8.6;5.6;0.1
흀jord Ii;SN71780;2021-09-15;17.7;9.6;3.3;0
흀jord Ii;SN71780;2021-09-16;18;11.9;6.7;0
흀jord Ii;SN71780;2021-09-17;16.1;12.8;11.1;0
흀jord Ii;SN71780;2021-09-18;16.2;11.4;8.3;0
흀jord Ii;SN71780;2021-09-19;17.8;12.2;7.3;0
흀jord Ii;SN71780;2021-09-20;14.2;10.9;5.9;0
흀jord Ii;SN71780;2021-09-21;13;10.3;8.2;5.1
흀jord Ii;SN71780;2021-09-22;15.2;10.5;8.9;5.5
흀jord Ii;SN71780;2021-09-23;12.3;8.3;6.3;3.9
흀jord Ii;SN71780;2021-09-24;10.5;7.8;5.5;7.5
흀jord Ii;SN71780;2021-09-25;11.5;9.5;8.2;14.1
흀jord Ii;SN71780;2021-09-26;15.8;12.7;7.6;2.3
흀jord Ii;SN71780;2021-09-27;19.1;15.8;10.2;0
흀jord Ii;SN71780;2021-09-28;16.7;12.7;10.3;0.9
흀jord Ii;SN71780;2021-09-29;17.5;13.2;8.5;1.7
흀jord Ii;SN71780;2021-09-30;14.6;13.2;12.2;0
흀jord Ii;SN71780;2021-10-01;16.2;13.5;10;0
흀jord Ii;SN71780;2021-10-02;18.5;14.8;10.9;1.1
흀jord Ii;SN71780;2021-10-03;17.6;14.6;10.9;0
흀jord Ii;SN71780;2021-10-04;18.7;13.3;8.8;2.3
흀jord Ii;SN71780;2021-10-05;16.6;9.1;4.8;0
흀jord Ii;SN71780;2021-10-06;13;8.5;4.8;0.2
흀jord Ii;SN71780;2021-10-07;10.6;9.2;7.9;7.5
흀jord Ii;SN71780;2021-10-08;13.5;10.9;6.9;14.9
흀jord Ii;SN71780;2021-10-09;13.8;11.9;10;4.8
흀jord Ii;SN71780;2021-10-10;12.7;10.2;8.8;13.3
흀jord Ii;SN71780;2021-10-11;8.8;7.4;6.4;10.6
흀jord Ii;SN71780;2021-10-12;8.9;5.2;2.5;21.9
흀jord Ii;SN71780;2021-10-13;6;4.4;1.3;10.9
흀jord Ii;SN71780;2021-10-14;10.8;8.7;4.8;30.3
흀jord Ii;SN71780;2021-10-15;8.6;4.5;2.8;35.9
흀jord Ii;SN71780;2021-10-16;6.4;4.2;1.6;22.7
흀jord Ii;SN71780;2021-10-17;8.9;4;1.3;20.4
흀jord Ii;SN71780;2021-10-18;5.8;2.9;0;10.1
흀jord Ii;SN71780;2021-10-19;6.1;4.8;0;0
흀jord Ii;SN71780;2021-10-20;9.7;7.3;5.5;27.9
흀jord Ii;SN71780;2021-10-21;7.8;5.9;3.1;7
흀jord Ii;SN71780;2021-10-22;7.1;3.3;0.3;26.6
흀jord Ii;SN71780;2021-10-23;7.1;3.7;0.8;10.4
흀jord Ii;SN71780;2021-10-24;7.3;5.8;3;6.7
흀jord Ii;SN71780;2021-10-25;9.2;6.9;6.1;10.2
흀jord Ii;SN71780;2021-10-26;9;5.6;4.2;0.9
흀jord Ii;SN71780;2021-10-27;10.8;8.7;2.6;1.1
흀jord Ii;SN71780;2021-10-28;10.9;9.2;8.6;9.3
흀jord Ii;SN71780;2021-10-29;10.1;9.3;8.1;10.5
흀jord Ii;SN71780;2021-10-30;13.5;9.2;4.9;1.5
흀jord Ii;SN71780;2021-10-31;12.8;9.1;4.6;0
흀jord Ii;SN71780;2021-11-01;14.1;10.5;3.7;10.1
흀jord Ii;SN71780;2021-11-02;12.8;11.3;10.4;0
흀jord Ii;SN71780;2021-11-03;11.2;2.8;1;0
흀jord Ii;SN71780;2021-11-04;4.1;2.1;-1;0.1
흀jord Ii;SN71780;2021-11-05;6.3;5;3.6;10.4
흀jord Ii;SN71780;2021-11-06;6.1;2.7;-0.4;17.5
흀jord Ii;SN71780;2021-11-07;2.9;-0.9;-3.1;1.1
흀jord Ii;SN71780;2021-11-08;0.4;-1.4;-4.5;0.1
흀jord Ii;SN71780;2021-11-09;8.6;4.6;0;3.7
흀jord Ii;SN71780;2021-11-10;8.2;6.4;2.2;5.1
흀jord Ii;SN71780;2021-11-11;7.9;5.2;1.7;12.4
흀jord Ii;SN71780;2021-11-12;6.7;2.3;-0.3;14.2
흀jord Ii;SN71780;2021-11-13;1.2;-1;-2.3;4.6
흀jord Ii;SN71780;2021-11-14;2.4;-0.9;-4.8;0.2
흀jord Ii;SN71780;2021-11-15;7.3;2.7;-0.4;0.2
흀jord Ii;SN71780;2021-11-16;8;5.4;3.9;4.2
흀jord Ii;SN71780;2021-11-17;8.6;5.2;4.2;5.3
