Name;Station;Time;Max_temp;Mean_temp;Min_temp
Namsos Lufthavn;SN72580;2019-01-01;7.5;2.5;0.8
Namsos Lufthavn;SN72580;2019-01-02;3.2;0.7;-1.6
Namsos Lufthavn;SN72580;2019-01-03;7.6;4.2;-0.1
Namsos Lufthavn;SN72580;2019-01-04;7.6;5.8;4.1
Namsos Lufthavn;SN72580;2019-01-05;5.2;3.8;2.7
Namsos Lufthavn;SN72580;2019-01-06;6.9;4.6;2.4
Namsos Lufthavn;SN72580;2019-01-07;4.9;1.7;0.8
Namsos Lufthavn;SN72580;2019-01-08;1.9;0.6;-0.7
Namsos Lufthavn;SN72580;2019-01-09;2.1;0.2;-1.7
Namsos Lufthavn;SN72580;2019-01-10;7.8;3.8;-0.9
Namsos Lufthavn;SN72580;2019-01-11;7.3;2.7;0.9
Namsos Lufthavn;SN72580;2019-01-12;3.3;0.1;-1.7
Namsos Lufthavn;SN72580;2019-01-13;0.9;-1.4;-5.5
Namsos Lufthavn;SN72580;2019-01-14;0;-2;-6.5
Namsos Lufthavn;SN72580;2019-01-15;-0.6;-4.9;-8
Namsos Lufthavn;SN72580;2019-01-16;-5;-7.3;-10.3
Namsos Lufthavn;SN72580;2019-01-17;-0.3;-5.7;-11.9
Namsos Lufthavn;SN72580;2019-01-18;0.5;-1.8;-6.4
Namsos Lufthavn;SN72580;2019-01-19;-0.6;-2.5;-6.5
Namsos Lufthavn;SN72580;2019-01-20;-0.7;-6.6;-9.5
Namsos Lufthavn;SN72580;2019-01-21;-6.7;-8.1;-11.4
Namsos Lufthavn;SN72580;2019-01-22;-4.7;-7;-8.7
Namsos Lufthavn;SN72580;2019-01-23;-6.5;-9.2;-13.3
Namsos Lufthavn;SN72580;2019-01-24;-4.1;-5;-7.6
Namsos Lufthavn;SN72580;2019-01-25;-1.6;-3.5;-5.1
Namsos Lufthavn;SN72580;2019-01-26;-3;-5.5;-7
Namsos Lufthavn;SN72580;2019-01-27;-6;-6.9;-7.9
Namsos Lufthavn;SN72580;2019-01-28;-3.2;-6.1;-8.2
Namsos Lufthavn;SN72580;2019-01-29;-4;-6.1;-8.6
Namsos Lufthavn;SN72580;2019-01-30;-5.7;-6.9;-8.1
Namsos Lufthavn;SN72580;2019-01-31;-3.5;-6.1;-9.3
Namsos Lufthavn;SN72580;2019-02-01;-1.8;-4.6;-8
Namsos Lufthavn;SN72580;2019-02-02;-3.5;-6.1;-7.6
Namsos Lufthavn;SN72580;2019-02-03;-5.9;-7.4;-8.3
Namsos Lufthavn;SN72580;2019-02-04;-7.3;-8.6;-9
Namsos Lufthavn;SN72580;2019-02-05;-8.4;-12.5;-15.8
Namsos Lufthavn;SN72580;2019-02-06;-1;-5.3;-10.8
Namsos Lufthavn;SN72580;2019-02-07;-1.1;-3.5;-4.8
Namsos Lufthavn;SN72580;2019-02-08;0.3;-1.7;-6.5
Namsos Lufthavn;SN72580;2019-02-09;-0.1;-1.1;-2.5
Namsos Lufthavn;SN72580;2019-02-10;-1.4;-1.9;-4.5
Namsos Lufthavn;SN72580;2019-02-11;1.2;0.1;-3.8
Namsos Lufthavn;SN72580;2019-02-12;1.8;0.1;-1.2
Namsos Lufthavn;SN72580;2019-02-13;6.9;5.3;-0.4
Namsos Lufthavn;SN72580;2019-02-14;8.9;6.4;2.2
Namsos Lufthavn;SN72580;2019-02-15;7.9;3.5;0.9
Namsos Lufthavn;SN72580;2019-02-16;6.7;3.9;0.2
Namsos Lufthavn;SN72580;2019-02-17;3.9;1.2;-2.2
Namsos Lufthavn;SN72580;2019-02-18;4.5;2.1;0.4
Namsos Lufthavn;SN72580;2019-02-19;4.4;1.7;-0.1
Namsos Lufthavn;SN72580;2019-02-20;2.5;-0.1;-2.3
Namsos Lufthavn;SN72580;2019-02-21;-1.2;-1.9;-3.4
Namsos Lufthavn;SN72580;2019-02-22;1.6;0.8;-2.7
Namsos Lufthavn;SN72580;2019-02-23;8.6;4.6;0.7
Namsos Lufthavn;SN72580;2019-02-24;7.4;5.1;0
Namsos Lufthavn;SN72580;2019-02-25;7.8;6.1;4.4
Namsos Lufthavn;SN72580;2019-02-26;7.8;5.5;3.5
Namsos Lufthavn;SN72580;2019-02-27;7.7;5.5;3.7
Namsos Lufthavn;SN72580;2019-02-28;5.3;1.8;-1.4
Namsos Lufthavn;SN72580;2019-03-01;1.6;0.2;-1.6
Namsos Lufthavn;SN72580;2019-03-02;3.7;1;-0.7
Namsos Lufthavn;SN72580;2019-03-03;-0.3;-3.4;-4.4
Namsos Lufthavn;SN72580;2019-03-04;-2.4;-5.2;-6.9
Namsos Lufthavn;SN72580;2019-03-05;-3.4;-8.3;-11.7
Namsos Lufthavn;SN72580;2019-03-06;-4;-9.7;-15
Namsos Lufthavn;SN72580;2019-03-07;-3;-5.6;-10.5
Namsos Lufthavn;SN72580;2019-03-08;0.3;-3.1;-6.7
Namsos Lufthavn;SN72580;2019-03-09;-0.9;-6.8;-9.5
Namsos Lufthavn;SN72580;2019-03-10;-2.3;-8;-13
Namsos Lufthavn;SN72580;2019-03-11;-1.4;-6.1;-9.6
Namsos Lufthavn;SN72580;2019-03-12;0.1;-5.7;-15.1
Namsos Lufthavn;SN72580;2019-03-13;0.2;-1.5;-3.7
Namsos Lufthavn;SN72580;2019-03-14;2.7;0.2;-1.5
Namsos Lufthavn;SN72580;2019-03-15;6;1.4;-0.8
Namsos Lufthavn;SN72580;2019-03-16;3.3;0.8;-1.5
Namsos Lufthavn;SN72580;2019-03-17;1.1;0.3;-1.5
Namsos Lufthavn;SN72580;2019-03-18;3.4;0.9;-3
Namsos Lufthavn;SN72580;2019-03-19;6.6;2;-3
Namsos Lufthavn;SN72580;2019-03-20;5.7;3.6;0.8
Namsos Lufthavn;SN72580;2019-03-21;6.4;3.9;1.9
Namsos Lufthavn;SN72580;2019-03-22;7.6;4;0.4
Namsos Lufthavn;SN72580;2019-03-23;8;3.5;1.9
Namsos Lufthavn;SN72580;2019-03-24;4.1;2.4;0.6
Namsos Lufthavn;SN72580;2019-03-25;3.4;1;-1.8
Namsos Lufthavn;SN72580;2019-03-26;4.7;1.1;-3
Namsos Lufthavn;SN72580;2019-03-27;7.4;5.6;0.2
Namsos Lufthavn;SN72580;2019-03-28;11.6;7.8;4.5
Namsos Lufthavn;SN72580;2019-03-29;9.4;4.8;2.5
Namsos Lufthavn;SN72580;2019-03-30;4.7;2;0.4
Namsos Lufthavn;SN72580;2019-03-31;3.2;0.5;-1.3
Namsos Lufthavn;SN72580;2019-04-01;4.8;2.4;-0.8
Namsos Lufthavn;SN72580;2019-04-02;6.1;2.7;-0.4
Namsos Lufthavn;SN72580;2019-04-03;11.6;3.8;-0.7
Namsos Lufthavn;SN72580;2019-04-04;7.4;3.1;-0.1
Namsos Lufthavn;SN72580;2019-04-05;7.2;4.3;0.4
Namsos Lufthavn;SN72580;2019-04-06;7.4;4.1;1
Namsos Lufthavn;SN72580;2019-04-07;5.7;3.7;3.4
Namsos Lufthavn;SN72580;2019-04-08;5.2;0.9;-4
Namsos Lufthavn;SN72580;2019-04-09;3;-0.1;-1.9
Namsos Lufthavn;SN72580;2019-04-10;3.2;-0.7;-4
Namsos Lufthavn;SN72580;2019-04-11;6.7;-0.4;-6.2
Namsos Lufthavn;SN72580;2019-04-12;7.7;0.4;-5.5
Namsos Lufthavn;SN72580;2019-04-13;9.7;2.2;-4.1
Namsos Lufthavn;SN72580;2019-04-14;12.2;3.5;-3
Namsos Lufthavn;SN72580;2019-04-15;14.5;4.4;-2.9
Namsos Lufthavn;SN72580;2019-04-16;15.4;7;-1
Namsos Lufthavn;SN72580;2019-04-17;16.2;8;0.9
Namsos Lufthavn;SN72580;2019-04-18;15.1;7.6;-0.8
Namsos Lufthavn;SN72580;2019-04-19;14.8;9.7;6.3
Namsos Lufthavn;SN72580;2019-04-20;19;10.1;0.8
Namsos Lufthavn;SN72580;2019-04-21;11.8;7.9;6.7
Namsos Lufthavn;SN72580;2019-04-22;20.5;10.4;5.3
Namsos Lufthavn;SN72580;2019-04-23;20.3;11.8;2.1
Namsos Lufthavn;SN72580;2019-04-24;18.9;12.8;4.7
Namsos Lufthavn;SN72580;2019-04-25;18.9;14.3;8.5
Namsos Lufthavn;SN72580;2019-04-26;18.6;13.9;9.8
Namsos Lufthavn;SN72580;2019-04-27;20.1;14.1;6.8
Namsos Lufthavn;SN72580;2019-04-28;20.8;14.3;10.3
Namsos Lufthavn;SN72580;2019-04-29;18.1;10.6;4.7
Namsos Lufthavn;SN72580;2019-04-30;11.1;7.3;6.5
Namsos Lufthavn;SN72580;2019-05-01;6.5;5;3.9
Namsos Lufthavn;SN72580;2019-05-02;5.4;2.4;0.8
Namsos Lufthavn;SN72580;2019-05-03;5.2;2.3;-0.9
Namsos Lufthavn;SN72580;2019-05-04;4.7;2.6;1.5
Namsos Lufthavn;SN72580;2019-05-05;6.2;2.2;0.5
Namsos Lufthavn;SN72580;2019-05-06;7.5;2.4;-2.6
Namsos Lufthavn;SN72580;2019-05-07;6.7;2;-2.7
Namsos Lufthavn;SN72580;2019-05-08;7.3;3.3;0.7
Namsos Lufthavn;SN72580;2019-05-09;10.2;6.3;-0.4
Namsos Lufthavn;SN72580;2019-05-10;11.9;9.5;6
Namsos Lufthavn;SN72580;2019-05-11;10.3;5.9;5
Namsos Lufthavn;SN72580;2019-05-12;8.2;5.4;3.9
Namsos Lufthavn;SN72580;2019-05-13;7.2;4.7;2.5
Namsos Lufthavn;SN72580;2019-05-14;8.2;6.2;3.8
Namsos Lufthavn;SN72580;2019-05-15;10.9;8.2;6.2
Namsos Lufthavn;SN72580;2019-05-16;13.6;9.3;6.9
Namsos Lufthavn;SN72580;2019-05-17;24;13.2;2.6
Namsos Lufthavn;SN72580;2019-05-18;23.6;17;9.2
Namsos Lufthavn;SN72580;2019-05-19;21.2;12.9;10.1
Namsos Lufthavn;SN72580;2019-05-20;19.1;14;8.9
Namsos Lufthavn;SN72580;2019-05-21;23.7;16.4;8.8
Namsos Lufthavn;SN72580;2019-05-22;25.1;18.5;11.4
Namsos Lufthavn;SN72580;2019-05-23;17.1;10.8;8.6
Namsos Lufthavn;SN72580;2019-05-24;18.5;11.6;7.9
Namsos Lufthavn;SN72580;2019-05-25;11.3;8.2;6.8
Namsos Lufthavn;SN72580;2019-05-26;9.2;6.5;5.4
Namsos Lufthavn;SN72580;2019-05-27;9.7;5.8;2.7
Namsos Lufthavn;SN72580;2019-05-28;11.1;6.2;-0.2
Namsos Lufthavn;SN72580;2019-05-29;8.7;5.2;1.2
Namsos Lufthavn;SN72580;2019-05-30;11.6;6.1;3.3
Namsos Lufthavn;SN72580;2019-05-31;9.7;6.9;3
Namsos Lufthavn;SN72580;2019-06-01;11.7;8.4;6
Namsos Lufthavn;SN72580;2019-06-02;13.8;10.1;5.5
Namsos Lufthavn;SN72580;2019-06-03;20.7;14.3;10.1
Namsos Lufthavn;SN72580;2019-06-04;16.9;12.4;8.5
Namsos Lufthavn;SN72580;2019-06-05;19.9;14.9;8
Namsos Lufthavn;SN72580;2019-06-06;22.2;17.6;10.7
Namsos Lufthavn;SN72580;2019-06-07;23.5;15.5;11.4
Namsos Lufthavn;SN72580;2019-06-08;21.1;14.5;10
Namsos Lufthavn;SN72580;2019-06-09;19.7;15.5;12.4
Namsos Lufthavn;SN72580;2019-06-10;17.9;11.7;10.1
Namsos Lufthavn;SN72580;2019-06-11;15.1;11;8.7
Namsos Lufthavn;SN72580;2019-06-12;21.1;13.9;4.2
Namsos Lufthavn;SN72580;2019-06-13;16.4;13.1;8.1
Namsos Lufthavn;SN72580;2019-06-14;19.3;14.7;12.3
Namsos Lufthavn;SN72580;2019-06-15;19.7;15.4;12.3
Namsos Lufthavn;SN72580;2019-06-16;26.6;18.2;8.9
Namsos Lufthavn;SN72580;2019-06-17;21.3;13.4;11.2
Namsos Lufthavn;SN72580;2019-06-18;20;13.6;10.7
Namsos Lufthavn;SN72580;2019-06-19;18.7;13.6;9.3
Namsos Lufthavn;SN72580;2019-06-20;21.9;16.7;12.9
Namsos Lufthavn;SN72580;2019-06-21;20.3;12.8;12
Namsos Lufthavn;SN72580;2019-06-22;14;11.3;10
Namsos Lufthavn;SN72580;2019-06-23;12.5;10.8;9.6
Namsos Lufthavn;SN72580;2019-06-24;14.9;11.3;8.9
Namsos Lufthavn;SN72580;2019-06-25;20.4;13.5;5.1
Namsos Lufthavn;SN72580;2019-06-26;16.6;10.4;8.8
Namsos Lufthavn;SN72580;2019-06-27;12.5;10.4;8.8
Namsos Lufthavn;SN72580;2019-06-28;13.5;11.3;9
Namsos Lufthavn;SN72580;2019-06-29;12.6;10.4;8.9
Namsos Lufthavn;SN72580;2019-06-30;14.8;11.4;8.4
Namsos Lufthavn;SN72580;2019-07-01;14.7;9.5;8.2
Namsos Lufthavn;SN72580;2019-07-02;9.6;7.6;5.5
Namsos Lufthavn;SN72580;2019-07-03;9.1;7.7;6.1
Namsos Lufthavn;SN72580;2019-07-04;12.8;9.4;5.9
Namsos Lufthavn;SN72580;2019-07-05;12.3;10.5;9.4
Namsos Lufthavn;SN72580;2019-07-06;11.3;10.2;9.2
Namsos Lufthavn;SN72580;2019-07-07;14.6;11.4;8.9
Namsos Lufthavn;SN72580;2019-07-08;15.4;12.2;10.3
Namsos Lufthavn;SN72580;2019-07-09;14.5;11.9;10.7
Namsos Lufthavn;SN72580;2019-07-10;14.9;11.7;10
Namsos Lufthavn;SN72580;2019-07-11;15.6;11.9;10.2
Namsos Lufthavn;SN72580;2019-07-12;13.3;11.6;10
Namsos Lufthavn;SN72580;2019-07-13;13.6;11.4;10.3
Namsos Lufthavn;SN72580;2019-07-14;12.2;10.6;9.7
Namsos Lufthavn;SN72580;2019-07-15;12.2;10.5;8.9
Namsos Lufthavn;SN72580;2019-07-16;14.5;11.8;9.6
Namsos Lufthavn;SN72580;2019-07-17;17.2;12.7;8
Namsos Lufthavn;SN72580;2019-07-18;25.8;17.5;7.4
Namsos Lufthavn;SN72580;2019-07-19;24.9;19.2;15.7
Namsos Lufthavn;SN72580;2019-07-20;25.6;18.9;13.2
Namsos Lufthavn;SN72580;2019-07-21;25.4;20.1;17.6
Namsos Lufthavn;SN72580;2019-07-22;22.6;17.4;12.7
Namsos Lufthavn;SN72580;2019-07-23;21.2;18.7;17.6
Namsos Lufthavn;SN72580;2019-07-24;25.2;20.4;15.6
Namsos Lufthavn;SN72580;2019-07-25;31.5;23.8;18.9
Namsos Lufthavn;SN72580;2019-07-26;28.1;20.9;15.4
Namsos Lufthavn;SN72580;2019-07-27;33.9;26.8;18.9
Namsos Lufthavn;SN72580;2019-07-28;33.7;26.5;17.9
Namsos Lufthavn;SN72580;2019-07-29;31.8;22.7;19
Namsos Lufthavn;SN72580;2019-07-30;19.9;16;12.7
Namsos Lufthavn;SN72580;2019-07-31;21.1;16.8;13.5
Namsos Lufthavn;SN72580;2019-08-01;22.9;16.2;10
Namsos Lufthavn;SN72580;2019-08-02;17.5;13.3;9.8
Namsos Lufthavn;SN72580;2019-08-03;14.3;12.7;11
Namsos Lufthavn;SN72580;2019-08-04;15.5;12.7;10.5
Namsos Lufthavn;SN72580;2019-08-05;14.2;12.5;11.1
Namsos Lufthavn;SN72580;2019-08-06;19.5;14;10.2
Namsos Lufthavn;SN72580;2019-08-07;23.2;14.9;7.9
Namsos Lufthavn;SN72580;2019-08-08;20.1;15.1;11.2
Namsos Lufthavn;SN72580;2019-08-09;17;14.6;13.7
Namsos Lufthavn;SN72580;2019-08-10;22.6;18.1;11.7
Namsos Lufthavn;SN72580;2019-08-11;24;19.5;15.4
Namsos Lufthavn;SN72580;2019-08-12;21.1;15.2;14.6
Namsos Lufthavn;SN72580;2019-08-13;15.4;13.3;12.7
Namsos Lufthavn;SN72580;2019-08-14;15.4;11.5;10.2
Namsos Lufthavn;SN72580;2019-08-15;18.6;12.8;7.2
Namsos Lufthavn;SN72580;2019-08-16;17.2;13.1;9.4
Namsos Lufthavn;SN72580;2019-08-17;20.3;16.1;10.4
Namsos Lufthavn;SN72580;2019-08-18;18.7;15.3;12
Namsos Lufthavn;SN72580;2019-08-19;21.2;15;10
Namsos Lufthavn;SN72580;2019-08-20;18.8;14.3;9.8
Namsos Lufthavn;SN72580;2019-08-21;16.4;12.6;11.6
Namsos Lufthavn;SN72580;2019-08-22;20.5;13.9;7
Namsos Lufthavn;SN72580;2019-08-23;17.7;13;8.9
Namsos Lufthavn;SN72580;2019-08-24;19.3;13.2;6.8
Namsos Lufthavn;SN72580;2019-08-25;16.1;14;13.6
Namsos Lufthavn;SN72580;2019-08-26;21.8;16;11
Namsos Lufthavn;SN72580;2019-08-27;25.1;17.8;11.3
Namsos Lufthavn;SN72580;2019-08-28;28.5;21.2;13.6
Namsos Lufthavn;SN72580;2019-08-29;25.3;17.7;13.9
Namsos Lufthavn;SN72580;2019-08-30;20.9;15.2;9.6
Namsos Lufthavn;SN72580;2019-08-31;19;16.8;13.8
Namsos Lufthavn;SN72580;2019-09-01;20.7;15.8;12.7
Namsos Lufthavn;SN72580;2019-09-02;13.9;10.7;9.1
Namsos Lufthavn;SN72580;2019-09-03;15.1;9.4;4.9
Namsos Lufthavn;SN72580;2019-09-04;15.2;11.5;7.7
Namsos Lufthavn;SN72580;2019-09-05;12.1;9.7;9.2
Namsos Lufthavn;SN72580;2019-09-06;11.9;9.4;8.2
Namsos Lufthavn;SN72580;2019-09-07;13;8.3;4.2
Namsos Lufthavn;SN72580;2019-09-08;15.8;8.3;2.7
Namsos Lufthavn;SN72580;2019-09-09;18.6;12.8;5.7
Namsos Lufthavn;SN72580;2019-09-10;20.7;15.6;11.7
Namsos Lufthavn;SN72580;2019-09-11;21.5;16.3;13.6
Namsos Lufthavn;SN72580;2019-09-12;16.1;11.4;10.3
Namsos Lufthavn;SN72580;2019-09-13;11.6;9;8.3
Namsos Lufthavn;SN72580;2019-09-14;11.9;9.1;7
Namsos Lufthavn;SN72580;2019-09-15;11.5;9.9;7.7
Namsos Lufthavn;SN72580;2019-09-16;10.7;8.9;8.3
Namsos Lufthavn;SN72580;2019-09-17;11.6;9;6.5
Namsos Lufthavn;SN72580;2019-09-18;10.7;7.9;7.1
Namsos Lufthavn;SN72580;2019-09-19;8.6;5.7;1.8
Namsos Lufthavn;SN72580;2019-09-20;11.3;7.5;4.3
Namsos Lufthavn;SN72580;2019-09-21;12.2;10.1;8.7
Namsos Lufthavn;SN72580;2019-09-22;11.8;8.1;6.1
Namsos Lufthavn;SN72580;2019-09-23;12.9;8.7;5.8
Namsos Lufthavn;SN72580;2019-09-24;13.7;8.4;4.2
Namsos Lufthavn;SN72580;2019-09-25;15.2;9.4;6.3
Namsos Lufthavn;SN72580;2019-09-26;17.7;10.1;2.8
Namsos Lufthavn;SN72580;2019-09-27;14.3;10.8;7
Namsos Lufthavn;SN72580;2019-09-28;14.6;11.5;9.7
Namsos Lufthavn;SN72580;2019-09-29;11.7;8.7;7
Namsos Lufthavn;SN72580;2019-09-30;7.9;3.6;2.2
Namsos Lufthavn;SN72580;2019-10-01;5.6;2.2;-0.9
Namsos Lufthavn;SN72580;2019-10-02;9.2;4.1;0
Namsos Lufthavn;SN72580;2019-10-03;6.8;4.1;2.9
Namsos Lufthavn;SN72580;2019-10-04;5.5;1;-2.2
Namsos Lufthavn;SN72580;2019-10-05;5.9;-0.6;-3.9
Namsos Lufthavn;SN72580;2019-10-06;4.6;0.5;-3.5
Namsos Lufthavn;SN72580;2019-10-07;7.9;3.1;0.1
Namsos Lufthavn;SN72580;2019-10-08;7.5;4.6;0
Namsos Lufthavn;SN72580;2019-10-09;8.7;5.8;4.6
Namsos Lufthavn;SN72580;2019-10-10;9.4;3.3;0.1
Namsos Lufthavn;SN72580;2019-10-11;5.1;2;-2
Namsos Lufthavn;SN72580;2019-10-12;6.1;4.6;3.3
Namsos Lufthavn;SN72580;2019-10-13;6.5;2.3;0.7
Namsos Lufthavn;SN72580;2019-10-14;6.1;1;-1.3
Namsos Lufthavn;SN72580;2019-10-15;5.6;0.8;-3
Namsos Lufthavn;SN72580;2019-10-16;8.3;4.8;1.4
Namsos Lufthavn;SN72580;2019-10-17;7.7;5.8;4
Namsos Lufthavn;SN72580;2019-10-18;7.2;6;4.6
Namsos Lufthavn;SN72580;2019-10-19;6.5;4.8;2.2
Namsos Lufthavn;SN72580;2019-10-20;5.8;1.9;1.1
Namsos Lufthavn;SN72580;2019-10-21;6.5;2.4;-1.1
Namsos Lufthavn;SN72580;2019-10-22;9.5;7.2;3.6
Namsos Lufthavn;SN72580;2019-10-23;7.9;5.3;3.8
Namsos Lufthavn;SN72580;2019-10-24;8.8;7.4;5.1
Namsos Lufthavn;SN72580;2019-10-25;8.2;6.1;4.4
Namsos Lufthavn;SN72580;2019-10-26;6.4;5.1;4.6
Namsos Lufthavn;SN72580;2019-10-27;5;3.2;2.3
Namsos Lufthavn;SN72580;2019-10-28;4.1;2.2;0.6
Namsos Lufthavn;SN72580;2019-10-29;4.5;3.2;1.2
Namsos Lufthavn;SN72580;2019-10-30;5.7;4.1;1.4
Namsos Lufthavn;SN72580;2019-10-31;5.5;3.2;1.3
Namsos Lufthavn;SN72580;2019-11-01;3.8;2;0.5
Namsos Lufthavn;SN72580;2019-11-02;2.8;0.3;0
Namsos Lufthavn;SN72580;2019-11-03;0;-4.7;-5.4
Namsos Lufthavn;SN72580;2019-11-04;-3.1;-5.9;-7.6
Namsos Lufthavn;SN72580;2019-11-05;-4.8;-8.1;-9.8
Namsos Lufthavn;SN72580;2019-11-06;-2.1;-4.6;-9.7
Namsos Lufthavn;SN72580;2019-11-07;-1.2;-3.2;-4.4
Namsos Lufthavn;SN72580;2019-11-08;-3;-5.3;-7
Namsos Lufthavn;SN72580;2019-11-09;-3;-7.3;-10.5
Namsos Lufthavn;SN72580;2019-11-10;-3.7;-5.4;-8.1
Namsos Lufthavn;SN72580;2019-11-11;-2.9;-4.1;-7.3
Namsos Lufthavn;SN72580;2019-11-12;4;0.2;-4.9
Namsos Lufthavn;SN72580;2019-11-13;3.5;0.2;-1.2
Namsos Lufthavn;SN72580;2019-11-14;1;-1.5;-3.2
Namsos Lufthavn;SN72580;2019-11-15;1.6;-0.8;-3
Namsos Lufthavn;SN72580;2019-11-16;1.9;0.8;-2.5
Namsos Lufthavn;SN72580;2019-11-17;3.3;2.1;1.1
Namsos Lufthavn;SN72580;2019-11-18;3.3;1.7;0.7
Namsos Lufthavn;SN72580;2019-11-19;3.4;2.1;0.4
Namsos Lufthavn;SN72580;2019-11-20;2.5;0.4;-1
Namsos Lufthavn;SN72580;2019-11-21;4.5;2.1;-2.4
Namsos Lufthavn;SN72580;2019-11-22;6.8;5.1;3.1
Namsos Lufthavn;SN72580;2019-11-23;6.7;3.7;2
Namsos Lufthavn;SN72580;2019-11-24;4.1;0.9;-0.1
Namsos Lufthavn;SN72580;2019-11-25;1.2;-0.1;-1.2
Namsos Lufthavn;SN72580;2019-11-26;0;-1.4;-2.4
Namsos Lufthavn;SN72580;2019-11-27;-1;-2.7;-5.4
Namsos Lufthavn;SN72580;2019-11-28;-0.8;-3.8;-6.3
Namsos Lufthavn;SN72580;2019-11-29;1.9;-1.2;-6.5
Namsos Lufthavn;SN72580;2019-11-30;1.9;-0.3;-1.6
Namsos Lufthavn;SN72580;2019-12-01;3.1;0.9;-0.2
Namsos Lufthavn;SN72580;2019-12-02;1.3;0.2;-0.4
Namsos Lufthavn;SN72580;2019-12-03;6.4;3.5;-0.9
Namsos Lufthavn;SN72580;2019-12-04;8.3;6.1;3.5
Namsos Lufthavn;SN72580;2019-12-05;5.8;3.1;1
Namsos Lufthavn;SN72580;2019-12-06;4.2;2.7;1.1
Namsos Lufthavn;SN72580;2019-12-07;3.7;2.2;1.5
Namsos Lufthavn;SN72580;2019-12-08;2.9;0.1;-0.6
